address,cost,cuisine,lat,link,lng,phone,rating_number,rating_text,subzone,title,type,votes,groupon,color,cost_2,cuisine_color
" Shop 347, 2-10 Darling Harbour Drive",110.0,"['Japanese', 'Asian']",-33.8724686,https://www.zomato.com/sydney/sorenzo-contemporary-japanese-dining-darling-harbour,151.1988621,02 9211 9550,3.7,Good,Darling Harbour,Sorenzo Contemporary Japanese Dining,['Fine Dining'],49.0,False,#f26d17,9.87804878,#6f706b
" 193 Glebe Point Road, Glebe, Sydney",45.0,['Thai'],-33.8804442,https://www.zomato.com/sydney/thai-on-wok-glebe,151.187808,02 9660 9011,4.0,Very Good,Glebe,Thai on Wok,['Casual Dining'],273.0,False,#e15307,4.857723577,#6f706b
" 248 Glenmore Road, Paddington, Sydney",40.0,"['Cafe', 'European']",-33.8817335,https://www.zomato.com/sydney/tiger-mottle-paddington,151.2289,0402 520 516,4.0,Very Good,Paddington,Tiger Mottle,['Café'],195.0,False,#e15307,4.471544715,#6f706b
" 147 Broadway, Ultimo, Sydney",40.0,"['Asian', 'Taiwanese']",-33.8841135,https://www.zomato.com/sydney/sunflower-taiwanese-gourmet-ultimo,151.1972063,02 9211 5298,3.4,Average,Ultimo,Sunflower Taiwanese Gourmet,['Casual Dining'],103.0,False,#fb8836,4.471544715,#6f706b
" Suite 18, 7 Macquarie Street, Circular Quay, Sydney",80.0,['Bar Food'],-33.8602914,https://www.zomato.com/sydney/buckleys-craft-beer-bar-circular-quay,151.212981,02 9247 8199,2.3,Poor,Circular Quay,Buckley's Craft Beer Bar,['Bar'],81.0,False,#fee0c1,7.56097561,#6f706b
" 15 Knox Street, Double Bay, Sydney",120.0,['Brazilian'],-33.8770675,https://www.zomato.com/sydney/char-co-double-bay,151.2427587,02 9328 5542,3.5,Good,Double Bay,Char & Co,['Casual Dining'],66.0,False,#f87f2c,10.6504065,#6f706b
" 69 Macpherson Street, Bronte, Sydney",60.0,['Cafe'],-33.9058089,https://www.zomato.com/sydney/eugenes-bronte,151.2589145,(02) 9369 1110,3.8,Good,Bronte,Eugene's,['Café'],116.0,False,#ed6310,6.016260163,#6f706b
" 193 Maroubra Road, Maroubra, Sydney",50.0,"['Yum Cha', 'Chinese']",-33.9417882,https://www.zomato.com/sydney/golden-unicorn-maroubra,151.2383817,02 9344 9278,3.8,Good,Maroubra,Golden Unicorn,['Casual Dining'],164.0,False,#ed6310,5.243902439,#f45042
" 227 Victoria Street, Darlinghurst, Sydney",45.0,"['Italian', 'Salad']",-33.8764089,https://www.zomato.com/sydney/tropicana-caffe-darlinghurst,151.2216673,02 9360 9809,3.6,Good,Darlinghurst,Tropicana Caffe,['Casual Dining'],177.0,False,#f57622,4.857723577,#6f706b
" 86 The Grand Parade, Brighton-Le-Sands, Sydney",80.0,"['European', 'Italian', 'Cafe']",-33.9613641,https://www.zomato.com/sydney/eurobay-cafe-bar-brighton-le-sands,151.1558163,(02) 9597 3300,3.5,Good,Brighton-Le-Sands,Eurobay Cafe Bar,['Casual Dining'],157.0,False,#f87f2c,7.56097561,#6f706b
" 555 New Canterbury Road, Dulwich Hill, Sydney",45.0,"['Charcoal Chicken', 'Burger']",-33.904802,https://www.zomato.com/sydney/the-eate-dulwich-hill,151.1384975,02 9568 3283,3.5,Good,Dulwich Hill,The Eate,['Casual Dining'],49.0,False,#f87f2c,4.857723577,#6f706b
" Shop G8, Greenwood Level, Greenwood Plaza, 101 Miller Street,   North Sydney, North Sydney, Sydney",45.0,"['Chinese', 'Seafood']",-33.8403139,https://www.zomato.com/sydney/greenwood-chinese-restaurant-north-sydney,151.2075612,02 9956 8368,3.3,Average,"Greenwood Plaza, North Sydney",Greenwood Chinese Restaurant,['Casual Dining'],82.0,False,#fd9243,4.857723577,#f45042
" Shop 16 Level 2 Emerald Square 27-31 Belmore Street, Burwood, Sydney",95.0,['Chinese'],-33.8781249,https://www.zomato.com/sydney/royal-treasure-seafood-restaurant-burwood,151.1022008,02 6181 2653,3.3,Average,Burwood,Royal Treasure Seafood Restaurant,['Casual Dining'],34.0,False,#fd9243,8.719512195,#f45042
" 101 Ramsay Street, Haberfield, Sydney",85.0,['Japanese'],-33.8812961,https://www.zomato.com/sydney/yakitori-jin-haberfield,151.1398637,02 8057 2780,3.2,Average,Haberfield,Yakitori Jin,['Casual Dining'],28.0,False,#fd9a4e,7.947154472,#6f706b
" Shop 33, East Village Shopping Centre, 2-4 Defries Avenue, Zetland, Sydney, New South Wales",80.0,['Modern Australian'],-33.9054566,https://www.zomato.com/sydney/degani-zetland,151.2126277,02 6181 2655,3.8,Good,Zetland,Degani,"['Casual Dining', 'Bar']",26.0,False,#ed6310,7.56097561,#4186f4
" 11 Barrack Street, 	CBD",100.0,"['Seafood', 'Greek']",-31.9558598,https://www.zomato.com/sydney/athenian-greek-cbd,115.8596838,02 9262 2624,3.6,Good,CBD,Athenian Greek,['Casual Dining'],176.0,False,#f57622,9.105691057,#6f706b
" 42 Hall Street, Bondi Beach, Sydney",55.0,"['Seafood', 'Fish and Chips']",-33.8902406,https://www.zomato.com/sydney/fishmongers-bondi-beach,151.2718943,02 8318 0360,3.8,Good,Bondi Beach,Fishmongers,['Casual Dining'],165.0,False,#ed6310,5.630081301,#6f706b
" 32 Orwell Street, Potts Point, Potts Point, Sydney",90.0,"['American', 'Tapas']",-33.8719457,https://www.zomato.com/sydney/the-roosevelt-potts-point,151.2247064,0423 203 119,3.8,Good,Potts Point,The Roosevelt,"['Casual Dining', 'Bar']",176.0,False,#ed6310,8.333333333,#6f706b
" 1860 Pittwater Road Church Point, Pittwater, Sydney",45.0,"['Cafe', 'Italian']",-33.6446241,https://www.zomato.com/sydney/church-point-store-and-waterfront-cafe-pittwater,151.2840933,02 9979 6633,3.9,Good,Pittwater,Church Point Store and Waterfront Cafe,"['Café', 'Casual Dining']",269.0,False,#e75b0b,4.857723577,#6f706b
" Shop 2, Ernest Place, Crows Nest, Sydney",60.0,"['Cafe', 'Ice Cream', 'Desserts']",-33.8254879,https://www.zomato.com/sydney/sparrow-gelato-espresso-desserts-crows-nest,151.2016577,(02) 9437 5090,4.3,Very Good,Crows Nest,"Sparrow Gelato, Espresso & Desserts","['Dessert Parlour', 'Café']",244.0,False,#c14002,6.016260163,#6f706b
" 1/24-32 Hughes Street, Cabramatta, Sydney",35.0,"['Chinese', 'Seafood', 'Yum Cha']",-33.8936574,https://www.zomato.com/sydney/golden-palace-chinese-restaurant-cabramatta,150.9356748,(02) 9723 7668,2.4,Poor,Cabramatta,Golden Palace Chinese Restaurant,['Casual Dining'],87.0,False,#fddab6,4.085365854,#f45042
" 97 Willoughby Road, Crows Nest, Sydney",80.0,"['American', 'Burger']",-33.8240793,https://www.zomato.com/sydney/hayberry-bar-diner-crows-nest,151.2012178,02 8084 0816,3.6,Good,Crows Nest,Hayberry Bar & Diner,"['Casual Dining', 'Bar']",84.0,False,#f57622,7.56097561,#6f706b
" 238 Pennant Hills Road, Pennant Hills, Sydney",55.0,['Malaysian'],-33.7866572,https://www.zomato.com/sydney/istana-pennant-hills,151.0368884,(02) 9481 8855,3.7,Good,Pennant Hills,Istana,['Casual Dining'],115.0,False,#f26d17,5.630081301,#6f706b
" Shop 4/720 Old Princes Highway, Sutherland, Sydney",35.0,"['Japanese', 'Ramen']",-34.030061,https://www.zomato.com/sydney/kuroneko-ramen-noodle-bar-sutherland,151.0604336,(02) 9521 5191,3.9,Good,Sutherland,Kuroneko Ramen Noodle Bar,['Casual Dining'],185.0,False,#e75b0b,4.085365854,#6f706b
" 228 Victoria Avenue, Chatswood, Sydney",35.0,['Burger'],-33.7945354,https://www.zomato.com/sydney/chicken-sons-chatswood,151.1896134,02 8021 3462,3.5,Good,Chatswood,Chicken & Sons,['Casual Dining'],51.0,False,#f87f2c,4.085365854,#6f706b
" Shop 2, Level 1, QVB, 455 George Street, 	CBD",90.0,['Cafe'],-33.871722,https://www.zomato.com/sydney/old-vienna-coffee-house-cbd,151.2067078,02 9267 5746,1.8,Poor,"QVB, CBD",Old Vienna Coffee House,['Casual Dining'],104.0,False,#fff5eb,8.333333333,#6f706b
" 152 - 154 King Street, Newtown, Sydney",60.0,"['Vietnamese', 'Salad']",-33.893863,https://www.zomato.com/sydney/tre-viet-newtown,151.183475,02 9516 5500,3.7,Good,Newtown,Tre Viet,['Casual Dining'],185.0,False,#f26d17,6.016260163,#6f706b
" 41 Beecroft Road, Epping, Sydney",70.0,['Korean'],-33.7735136,https://www.zomato.com/sydney/beschico-epping,151.0817086,02 9869 8188,3.8,Good,Epping,Beschico,['Casual Dining'],115.0,False,#ed6310,6.788617886,#6f706b
" The York Hotel, 5 York Street, 	CBD",40.0,"['Japanese', 'Ramen']",43.1340911,https://www.zomato.com/sydney/goshu-ramen-tei-the-york-hotel-cbd,-70.6380826,(02) 9290 3745,3.7,Good,"The York Hotel, CBD",Goshu Ramen Tei - The York Hotel,['Casual Dining'],140.0,False,#f26d17,4.471544715,#6f706b
" 186A Merrylands Road, Merrylands, Sydney",40.0,['Afghani'],-33.83676,https://www.zomato.com/sydney/kabul-house-merrylands,150.9897119,02 9682 4144,3.6,Good,Merrylands,Kabul House,['Casual Dining'],98.0,False,#f57622,4.471544715,#6f706b
" Corner Crown & Goulburn Street, Darlinghurst, Sydney",30.0,"['Cafe', 'Sandwich']",-33.8800413,https://www.zomato.com/sydney/pablos-vice-darlinghurst,151.2150414,0414 648 174,3.9,Good,Darlinghurst,Pablo's Vice,['Café'],71.0,False,#e75b0b,3.699186992,#6f706b
" Shop 5, 8 Kingsway, Cronulla, Sydney",65.0,"['Thai', 'Asian']",-34.0521233,https://www.zomato.com/sydney/alphabet-st-cronulla,151.155285,(02) 9544 0756,3.9,Good,Cronulla,Alphabet St.,['Casual Dining'],178.0,False,#e75b0b,6.402439024,#6f706b
" 632 Darling Street, Rozelle, Sydney",100.0,"['Bar Food', 'Pizza', 'Burger']",-33.8625066,https://www.zomato.com/sydney/corner-bar-rozelle,151.1711878,(02) 9810 7070,3.8,Good,Rozelle,Corner Bar,"['Bar', 'Casual Dining']",138.0,False,#ed6310,9.105691057,#6f706b
" 316 Bourke Street, Surry Hills, Sydney",45.0,['Japanese'],-33.8818309,https://www.zomato.com/sydney/my-zakaya-surry-hills,151.21684,02 8354 0901,4.0,Very Good,Surry Hills,My Zakaya,['Casual Dining'],149.0,False,#e15307,4.857723577,#6f706b
" 206 Burwood Road, Burwood, Sydney",85.0,"['Chinese', 'Seafood']",-33.8786745,https://www.zomato.com/sydney/golden-globe-burwood,151.1038779,02 9715 5988,2.3,Poor,Burwood,Golden Globe Seafood,['Casual Dining'],77.0,False,#fee0c1,7.947154472,#f45042
" 32-36 City Road, Chippendale, Sydney",45.0,['Cafe'],-33.8858731,https://www.zomato.com/sydney/tobys-estate-chippendale,151.1944776,02 9112 1100,3.7,Good,Chippendale,Toby's Estate,['Café'],140.0,False,#f26d17,4.857723577,#6f706b
" 169 Broadway, Ultimo, Sydney",35.0,"['Sushi', 'Japanese', 'Asian']",-33.8841362,https://www.zomato.com/sydney/erashai-ultimo,151.1969716,02 9211 5060,2.9,Average,Ultimo,Erashai,['Casual Dining'],40.0,False,#fdb475,4.085365854,#6f706b
" 393 Liverpool Street, Darlinghurst, Sydney",55.0,"['Mexican', 'Burger']",-33.8783774,https://www.zomato.com/sydney/the-burger-joint-darlinghurst,151.2210204,02 9380 2575,3.8,Good,Darlinghurst,The Burger Joint,['Casual Dining'],211.0,False,#ed6310,5.630081301,#6f706b
" Shop 2151, The Entertainment Quarter, 122 Lang Road, Moore Park, Sydney",50.0,['Modern Australian'],-33.8952577,https://www.zomato.com/sydney/rum-fire-moore-park,151.2266372,02 9331 0008,2.3,Poor,"The Entertainment Quarter, Moore Park",Rum Fire,"['Café', 'Casual Dining']",107.0,True,#fee0c1,5.243902439,#4186f4
" 139 Rowe Street, 	Eastwood",40.0,['Cafe'],-33.7912926,https://www.zomato.com/sydney/cafe-centro-eastwood,151.0811648,(02) 9874 9624,3.9,Good,Eastwood,Cafe Centro,['Café'],148.0,False,#e75b0b,4.471544715,#6f706b
" Shop 2, 76 Phillip Street, Parramatta, Sydney",60.0,['Middle Eastern'],-33.8131029,https://www.zomato.com/sydney/sahra-by-the-river-parramatta,151.0082722,02 9635 6615,3.7,Good,Parramatta,Sahra by the River,['Casual Dining'],188.0,False,#f26d17,6.016260163,#dee82c
" 68 Victoria Road, Marrickville, Sydney",30.0,['Cafe'],-33.9057854,https://www.zomato.com/sydney/petty-cash-cafe-marrickville,151.1695321,(02) 9557 2377,4.1,Very Good,Marrickville,Petty Cash Cafe,['Café'],174.0,False,#db4a02,3.699186992,#6f706b
" 148 King Street, Newtown, Sydney",55.0,"['Dumplings', 'Chinese', 'Asian', 'Continental', 'Healthy Food', 'Shanghai', 'Vegetarian']",-33.8937845,https://www.zomato.com/sydney/dumpling-hut-newtown,151.1835669,02 8041 2168,3.3,Average,Newtown,Dumpling Hut,['Casual Dining'],72.0,False,#fd9243,5.630081301,#f45042
" 123 Blues Point Road, McMahons Point, Sydney",60.0,"['European', 'Greek', 'Mediterranean']",-33.8446264,https://www.zomato.com/sydney/piato-mcmahons-point,151.204535,02 9922 5601,3.6,Good,McMahons Point,Piato,['Casual Dining'],187.0,False,#f57622,6.016260163,#6f706b
 143 Enmore Road,60.0,['Italian'],-33.8986282,https://www.zomato.com/sydney/la-ricetta-enmore,151.1731546,02 9519 0555,3.8,Good,Enmore,La Ricetta,['Casual Dining'],130.0,False,#ed6310,6.016260163,#6f706b
" 39 Glebe Point Road, Glebe, Sydney",45.0,['Burger'],-33.8834031,https://www.zomato.com/sydney/burger-10-glebe,151.1917357,02 8283 3878,3.5,Good,Glebe,Burger 10,['Casual Dining'],72.0,False,#f87f2c,4.857723577,#6f706b
" Shop 3100-01 Westfield Hornsby, 236 Pacific Highway, Hornsby, Sydney",65.0,['Modern Australian'],-33.7049459,https://www.zomato.com/sydney/shores-restaurant-hornsby,151.100281,(02) 9987 0012,2.8,Average,Hornsby,Shores Restaurant,['Casual Dining'],65.0,False,#fdbd83,6.402439024,#4186f4
" Shop 5, 376 Victoria Avenue, Chatswood, Sydney",40.0,"['Cafe', 'Modern Australian']",-33.7964778,https://www.zomato.com/sydney/houlihans-chatswood,151.1832449,013 0074 6556,3.7,Good,Chatswood,Houlihans,['Café'],154.0,False,#f26d17,4.471544715,#4186f4
" 321 Mona Vale Road, Terrey Hills, Sydney Ku-Ring-Gai",95.0,['Indian'],-33.6969841,https://www.zomato.com/sydney/urban-tadka-terrey-hills,151.2167138,02 9986 1040,3.6,Good,Terrey Hills,Urban Tadka,['Casual Dining'],100.0,False,#f57622,8.719512195,#6f706b
" 2 Cunningham Street, Chinatown, Sydney",60.0,"['Chinese', 'Hot Pot']",-33.8783958,https://www.zomato.com/sydney/spicy-sichuan-restaurant-chinatown,151.2067469,02 9211 4222,3.6,Good,Chinatown,Spicy Sichuan Restaurant,['Casual Dining'],90.0,False,#f57622,6.016260163,#f45042
" 82 The Grand Parade, Brighton-Le-Sands, Sydney",60.0,['Greek'],-33.9612573,https://www.zomato.com/sydney/kamari-brighton-le-sands,151.1561368,(02) 9556 2533,3.7,Good,Brighton-Le-Sands,Kamari,['Casual Dining'],140.0,False,#f26d17,6.016260163,#6f706b
" Italian Forum Cultural Center, 23 Norton Street, Leichhardt, Sydney",75.0,['Italian'],-33.887798,https://www.zomato.com/sydney/la-tavernetta-leichhardt,151.158256,(02) 8065 8134,3.5,Good,"Italian Forum Cultural Centre, Leichardt",La Tavernetta,['Casual Dining'],60.0,False,#f87f2c,7.174796748,#6f706b
" 77 Reservoir Street, Surry Hills",60.0,"['Dumplings', 'Chinese']",-33.8814577,https://www.zomato.com/sydney/bamboo-dumpling-bar-surry-hills,151.2111435,02 9281 2522,3.7,Good,Surry Hills,Bamboo Dumpling Bar,['Casual Dining'],185.0,False,#f26d17,6.016260163,#f45042
" Shop G08A, 180 – 186 Campbell Parade Bondi Beach NSW",50.0,"['Modern Australian', 'Tapas']",-33.8891038,https://www.zomato.com/sydney/parida-bondi-bondi-beach,151.2756741,02 8069 7910,3.9,Good,Bondi Beach,Parida Bondi,['Casual Dining'],29.0,False,#e75b0b,5.243902439,#4186f4
" 97-99 Bathurst Street, CBD, Sydney",30.0,['Cafe'],-33.8744757,https://www.zomato.com/sydney/tom-n-toms-1-cbd,151.205788,(02) 9267 9989,3.6,Good,CBD,Tom N Tom's,['Café'],131.0,False,#f57622,3.699186992,#6f706b
" 6 Belgrave Street, Manly, Sydney",50.0,"['Tapas', 'Cafe']",-33.7975857,https://www.zomato.com/sydney/belgrave-cartel-manly,151.2851551,02 9976 6548,4.0,Very Good,Manly,Belgrave Cartel,"['Café', 'Bar']",189.0,False,#e15307,5.243902439,#6f706b
" 65 Foveaux Street, Surry Hills, Sydney",70.0,['Bar Food'],-33.8845775,https://www.zomato.com/sydney/button-bar-surry-hills,151.2104992,02 9211 1544,4.1,Very Good,Surry Hills,Button Bar,['Bar'],186.0,False,#db4a02,6.788617886,#6f706b
" 438 Oxford Street, Paddington, Sydney",80.0,"['Italian', 'Pizza']",-33.8874853,https://www.zomato.com/sydney/italian-bar-franchi-brothers-paddington,151.2314661,02 8318 0451,3.9,Good,Paddington,Italian Bar Franchi Brothers,"['Casual Dining', 'Wine Bar']",63.0,False,#e75b0b,7.56097561,#6f706b
" 198 King Street, Newtown, Sydney",40.0,['Indian'],-33.894751,https://www.zomato.com/sydney/newtown-north-indian-diner-newtown,151.182525,02 9519 2035,3.7,Good,Newtown,Newtown North Indian Diner,['Fast Food'],174.0,False,#f26d17,4.471544715,#6f706b
" Shop G09, Capitol Square, 730-742 George Street, Haymarket, Chinatown, Sydney",60.0,"['Japanese', 'Sushi']",-33.879493,https://www.zomato.com/sydney/yumei-japanese-restaurant-chinatown,151.205849,02 9212 6665,3.2,Average,"Capitol Square, Chinatown",Yumei Japanese Restaurant,['Casual Dining'],101.0,False,#fd9a4e,6.016260163,#6f706b
" 133 Avoca Street, Randwick",120.0,"['Modern Australian', 'French']",-33.9128814,https://www.zomato.com/sydney/bistro-avoca-randwick,151.2425661,(02) 9399 9667,4.0,Very Good,Randwick,Bistro Avoca,['Casual Dining'],144.0,False,#e15307,10.6504065,#4186f4
" 1108 Barrenjoey Road, Palm Beach, Sydney",80.0,['Modern Australian'],-33.596969,https://www.zomato.com/sydney/barrenjoey-house-palm-beach,151.3204001,(02) 9974 4001,3.7,Good,Palm Beach,Barrenjoey House,['Casual Dining'],124.0,False,#f26d17,7.56097561,#4186f4
" 15 Auburn Road, Auburn, Sydney",40.0,['Kebab'],-33.8505343,https://www.zomato.com/sydney/new-star-kebabs-auburn,151.0328329,02 9643 8433,3.8,Good,Auburn,New Star Kebabs,['Casual Dining'],137.0,False,#ed6310,4.471544715,#6f706b
" Shop 17, World Square shopping centre, 123 Liverpool Street, CBD, Sydney",60.0,['Taiwanese'],-33.8771813,https://www.zomato.com/sydney/cloud-thief-cbd,151.2068788,02 8937 0630,3.2,Average,"World Square Shopping Centre, CBD",Cloud Thief,['Casual Dining'],37.0,False,#fd9a4e,6.016260163,#6f706b
" 102 Erskineville Road, Erskineville, Sydney",90.0,['Pub Food'],-33.8990933,https://www.zomato.com/sydney/the-erko-erskineville,151.1834354,02 9565 1608,3.7,Good,Erskineville,The Erko,['Pub'],118.0,False,#f26d17,8.333333333,#6f706b
" Tramsheds, 1 Dalgal Way, Forest Lodge, Sydney, Glebe, Sydney",100.0,"['Japanese', 'Seafood', 'Ramen']",-33.8762711,https://www.zomato.com/sydney/osaka-trading-co-glebe,151.1782486,02 8880 0717,3.3,Average,"Tramsheds, Harold Park",Osaka Trading Co.,['Casual Dining'],21.0,False,#fd9243,9.105691057,#6f706b
" Level 1, 80 Campbell Parade, Bondi Beach, Sydney",70.0,"['Seafood', 'Tapas']",-33.8919124,https://www.zomato.com/sydney/vue-bar-bondi-beach,151.2729529,02 9130 5166,3.9,Good,Bondi Beach,Vue Bar,"['Casual Dining', 'Bar']",219.0,False,#e75b0b,6.788617886,#6f706b
" 71-73 Campbell Street, 	Surry Hills",35.0,['Cafe'],-33.8802168,https://www.zomato.com/sydney/cafe-rumah-surry-hills,151.2096269,02 9280 2289,3.9,Good,Surry Hills,Cafe Rumah,['Café'],36.0,False,#e75b0b,4.085365854,#6f706b
" Ground Floor, Top Ryde Shopping Centre, Corner Blaxland & Devlin Street, Ryde, Sydney",75.0,['Italian'],-33.812182,https://www.zomato.com/sydney/bar-angolo-pizzeria-ryde,151.1060215,1300 264 656,3.2,Average,"Top Ryde Shopping Centre, Ryde",Bar Angolo Pizzeria,['Casual Dining'],110.0,False,#fd9a4e,7.174796748,#6f706b
" 3/410 Crown Street, Surry Hills, Sydney Surry Hills",80.0,['Bangladeshi'],-33.884374,https://www.zomato.com/sydney/bang-street-food-surry-hills,151.2144789,02 8354 1096,3.5,Good,Surry Hills,Bang Street Food,['Casual Dining'],87.0,False,#f87f2c,7.56097561,#6f706b
" Shop 2183, 159-175 Church Street, Westfield, Parramatta, Sydney",40.0,"['Sushi', 'Japanese']",-33.817258,https://www.zomato.com/sydney/sushi-bay-parramatta,151.0013383,(02) 9635 5021,3.3,Average,"Westfield Parramatta, Parramatta",Sushi Bay,['Casual Dining'],84.0,False,#fd9243,4.471544715,#6f706b
" Level 1, Overseas Passenger Terminal, The Rocks Centre, The Rocks West, The Rocks, Sydney",120.0,['Australian'],-33.8581392,https://www.zomato.com/sydney/junk-lounge-the-rocks,151.2098175,02 9119 1804,3.6,Good,The Rocks,Junk Lounge,"['Casual Dining', 'Bar']",18.0,False,#f57622,10.6504065,#4186f4
" 312 Oxford Street, Paddington, Sydney",50.0,"['Burger', 'American']",-33.8855169,https://www.zomato.com/sydney/cheekyburger-paddington,151.2286082,(02) 9331 7436,3.6,Good,Paddington,Cheekyburger,['Casual Dining'],107.0,False,#f57622,5.243902439,#6f706b
" 18A Trafalgar Street, Annandale, Sydney",40.0,['Cafe'],-33.8868473,https://www.zomato.com/sydney/trafalgar-st-espresso-annandale,151.1697489,(02) 9557 6980,4.0,Very Good,Annandale,Trafalgar St Espresso,['Café'],154.0,False,#e15307,4.471544715,#6f706b
" Shop 1, 177 Mitchell Road, Erskineville, Sydney",40.0,['Cafe'],-33.906376,https://www.zomato.com/sydney/blackbird-co-erskineville,151.186716,02 9516 1961,3.5,Good,Erskineville,Blackbird & Co,['Café'],27.0,False,#f87f2c,4.471544715,#6f706b
" Tramsheds, 1 Dalgal Way, Forest Lodge, Sydney, Glebe, Sydney",95.0,"['Middle Eastern', 'Egyptian']",-33.8762711,https://www.zomato.com/sydney/bekya-glebe,151.1782486,02 9080 8888,3.0,Average,"Tramsheds, Harold Park",Bekya,['Casual Dining'],39.0,False,#fdab66,8.719512195,#dee82c
" Shop 2-4, Level 2, QVB, 455 George Street, CBD, Sydney",55.0,"['Japanese', 'Sushi', 'Fusion']",-33.871722,https://www.zomato.com/sydney/yama-japanese-cafe-restaurant-cbd,151.2067078,(02) 9269 0080,4.0,Very Good,"QVB, CBD",Yama Japanese Cafe Restaurant,['Casual Dining'],154.0,False,#e15307,5.630081301,#6f706b
" Shop G04, Building 8, Norwest Central, Century Circuit, Baulkham Hills, Sydney",50.0,"['Japanese', 'Sushi', 'Salad']",-33.7322885,https://www.zomato.com/sydney/tokio-fans-baulkham-hills,150.9647818,(02) 9899 3866,3.8,Good,Baulkham Hills,Tokio Fans,['Casual Dining'],218.0,False,#ed6310,5.243902439,#6f706b
 580 Darling Street,70.0,"['Seafood', 'Fish and Chips']",41.6181791,https://www.zomato.com/sydney/love-fish-rozelle,-72.8636125,02 9818 7777,4.2,Very Good,Rozelle,Love.Fish,['Casual Dining'],208.0,False,#ce4401,6.788617886,#6f706b
" 117 Harris Street, 	Pyrmont",65.0,"['Pizza', 'Modern Australian']",-33.8696683,https://www.zomato.com/sydney/gallon-pyrmont,151.1937049,0402 799 557,4.2,Very Good,Pyrmont,Gallon,"['Casual Dining', 'Bar']",267.0,False,#ce4401,6.402439024,#4186f4
" 75-79 Hall Street, Bondi Beach, Sydney",115.0,"['Asian', 'Chinese']",-33.8895202,https://www.zomato.com/sydney/china-diner-bondi-beach,151.2717975,(02) 9130 2333,3.6,Good,Bondi Beach,China Diner,['Casual Dining'],122.0,False,#f57622,10.26422764,#f45042
" Food Court, Level 1, Rhodes Waterside, 1 Rider Boulevard, Rhodes, Sydney",30.0,"['Chinese', 'Taiwanese', 'Dumplings']",-33.8351584,https://www.zomato.com/sydney/lok-lok-dumpling-bar-rhodes,151.0853936,02 9743 3808,3.3,Average,"Rhodes Waterside, Rhodes",Lok Lok Dumpling Bar,['Food Court'],66.0,False,#fd9243,3.699186992,#f45042
" Shop 10, 7 Rider Boulevard, Rhodes, Sydney",50.0,"['Cafe', 'Tapas', 'Australian']",-33.8318434,https://www.zomato.com/sydney/chambers-fine-coffee-wine-bar-rhodes,151.0861695,02 8096 5592,3.1,Average,Rhodes,Chambers Fine Coffee,['Café'],80.0,False,#fda25a,5.243902439,#4186f4
" 109 Johnston Street, Annandale, Sydney",30.0,"['Burger', 'Fish and Chips']",-33.8812279,https://www.zomato.com/sydney/fat-fish-annandale,151.1707678,02 9660 3474,3.9,Good,Annandale,Fat Fish,['Casual Dining'],189.0,False,#e75b0b,3.699186992,#6f706b
" 11-15 John Street, Cabramatta, Sydney",30.0,"['Vietnamese', 'Pho']",-33.8953285,https://www.zomato.com/sydney/pho-viet-cabramatta,150.9377118,02 9728 6657,3.8,Good,Cabramatta,Pho Viet,['Casual Dining'],84.0,False,#ed6310,3.699186992,#6f706b
" 202 Broadway, Chippendale, Sydney",60.0,"['Mexican', 'Thai', 'Vietnamese', 'Nepalese']",-33.8844647,https://www.zomato.com/sydney/the-two-wolves-community-cantina-chippendale,151.1950322,(02) 8039 3595,3.2,Average,Chippendale,The Two Wolves: Community Cantina,['Casual Dining'],30.0,False,#fd9a4e,6.016260163,#6f706b
" 36 Railway Street, Lidcombe, Sydney",60.0,['Filipino'],-33.8642572,https://www.zomato.com/sydney/sizzling-fillo-lidcombe,151.0450658,(02) 9649 7939,3.5,Good,Lidcombe,Sizzling Fillo,['Casual Dining'],82.0,False,#f87f2c,6.016260163,#6f706b
" Shop 404C Macquarie centre, Waterloo Road, North Ryde, Sydney",40.0,"['Desserts', 'Cafe']",-33.7767518,https://www.zomato.com/sydney/max-brenner-north-ryde,151.1205153,02 9888 9732,2.3,Poor,"Macquarie Centre, Macquarie Park",Max Brenner,"['Dessert Parlour', 'Café']",74.0,False,#fee0c1,4.471544715,#6f706b
" 51 Alexander Street, Crows Nest, Sydney",50.0,['Mexican'],-33.827144,https://www.zomato.com/sydney/montezumas-crows-nest,151.2023751,(02) 9901 3533,3.6,Good,Crows Nest,Montezuma's,['Casual Dining'],233.0,False,#f57622,5.243902439,#6f706b
" 23 Jamison Street, CBD, Sydney, NSW",30.0,"['Pizza', 'Italian', 'Healthy Food', 'Sandwich', 'Cafe']",-33.8645674,https://www.zomato.com/sydney/happy-as-larry-cbd,151.2066817,02 9274 8744,3.8,Good,CBD,Happy as Larry,['Casual Dining'],42.0,False,#ed6310,3.699186992,#6f706b
" 90 Majors Bay Road, Concord, Sydney",145.0,"['Italian', 'Pizza']",-33.8553111,https://www.zomato.com/sydney/il-tratto-ra-ro-pizzeria-concord,151.1032158,(02) 8765 8866,3.7,Good,Concord,Il Tratto Ra Ro Pizzeria,['Casual Dining'],240.0,False,#f26d17,12.58130081,#6f706b
